Account / 账号,Nickname / 昵称,Screenshot Name / 截图名称,Rank in Account / 账号内排序,Drama ID / 短剧ID,English Title / 英文剧名,Chinese Title / 中文剧名,Publish Time / 发布时间,Episodes / 集数,Views / 观看数,Duration Seconds / 总时长(秒),Duration Minutes / 总时长(分钟),Limited Free / 是否限免,English Themes / 英文题材,Chinese Themes / 中文题材,English Description Preview / 英文简介预览,Chinese Description / 中文简介,Description Truncated / 简介是否截断,Source Profile URL / 来源主页
fz8fjg1,The Long Silence_Trending_B,The Long Silence_Trending_B,26,ID 7650477614616007687,The Secret of the Perfect Father in Law,完美岳父的秘密,2026-06-12 20:01:17,34,273414,1740,29.0,是 / Yes,Revenge、Family Feud,复仇、家庭恩怨,The Secret of the Perfect Father in Law,,否 / No,https://www.tiktok.com/@fz8fjg1
fz8fjg1,The Long Silence_Trending_B,The Long Silence_Trending_B,27,ID 7655255315310515207,The Werid Residence Journal,韦里德居住日记,2026-06-25 17:01:12,28,416808,3162,52.7,是 / Yes,Family Feud、Superior and Inferior、Mystery,家庭恩怨、强弱逆袭、神秘,The Werid Residence Journal,,否 / No,https://www.tiktok.com/@fz8fjg1
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,1,ID 7653755572730352648,Escape from Monster Island,逃离怪物岛,2026-06-21 16:01:31,38,317432,2119,35.3,是 / Yes,Adventure、Survival,冒险、生存,Escape from Monster Island,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,2,ID 7655502899757274130,All In,全部投入,2026-06-26 09:01:56,30,167083,2659,44.3,是 / Yes,Revenge、City,复仇、城市,All In,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,3,ID 7654359099442254855,My Fluffy Alpha Husband,我的毛茸茸的阿尔法丈夫,2026-06-23 07:03:31,37,376044,2954,49.2,是 / Yes,Revenge、Werewolf、dark romance,复仇、狼人、黑暗浪漫,My Fluffy Alpha Husband,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,4,ID 7653771185192440840,Book of the Dead: The Pharaoh's Guard,死亡之书：法老的守卫,2026-06-21 17:01:56,30,245388,1898,31.6,是 / Yes,Adventure、Fantasy,冒险、奇幻,Book of the Dead: The Pharaoh's Guard,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,5,ID 7655472105605125127,Beneath,下面,2026-06-26 07:02:24,31,322110,2239,37.3,是 / Yes,End-of-the-World、Ensemble Cast、Adventure,世界末日、群像、冒险,Miners trapped underground uncover ancient zombie virus cycle and find salvation.,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,6,ID 7655518366098445330,The Lab Partner Protocol,实验室合作伙伴协议,2026-06-26 10:02:07,32,151245,1850,30.8,是 / Yes,Love Life of Ordinary People,普通人的爱情生活,The Lab Partner Protocol,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,7,ID 7654466848721097746,Algorithm Game,算法游戏,2026-06-23 14:01:36,31,322176,1777,29.6,是 / Yes,City、Superior and Inferior、Sudden Wealth,城市、强弱逆袭、暴富,Algorithm Game,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,8,ID 7654374528637932551,Bullet Rain,子弹雨,2026-06-23 08:03:25,31,178814,1944,32.4,是 / Yes,Mystery、City,神秘、城市,A cop guards a secret witness and fights corrupt cops and killers in an abandoned tower.,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,9,ID 7656909740118660103,The Mad Dragon of Chinatown,唐人街的疯龙,2026-06-30 04:15:54,30,137080,1611,26.9,是 / Yes,City、Lost Child、Action,城市、丢失的孩子、行动,The Mad Dragon of Chinatown,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,10,ID 7656909790861612050,Hack My Heart: The Anonymous Wife,破解我的心：无名妻子,2026-06-30 04:01:28,32,116048,2622,43.7,是 / Yes,City、Mistaken Identities、Business Competition,城市、错误的身份、商业竞赛,Hack My Heart: The Anonymous Wife,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,11,ID 7656972098799244306,You Messed With THe Wrong Veteran,你惹错了退伍军人,2026-06-30 08:03:10,40,106200,2142,35.7,是 / Yes,Lost Child、City、Courtroom Drama,丢失的孩子、城市、法庭剧,You Messed With THe Wrong Veteran,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,12,ID 7654374382894224392,Reborn on Station Omega,在欧米茄站重生,2026-06-23 08:02:42,31,221230,2334,38.9,是 / Yes,Fantasy、Superior and Inferior、Mystery,奇幻、强弱逆袭、神秘,Reborn on Station Omega,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,13,ID 7654358871330460690,The Rabbit,兔子,2026-06-23 07:02:37,30,176220,1830,30.5,是 / Yes,Sports、City,运动的、城市,The Rabbit,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,14,ID 7655472125553513479,"Little Spies, Big Daddy",小间谍，大爸爸,2026-06-26 07:02:40,39,337460,2228,37.1,是 / Yes,Mystery、City、Reconciliation,神秘、城市、和解,"Little Spies, Big Daddy",,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,15,ID 7656911651274265608,The Alpha's Kitten Rescue,阿尔法小猫救援,2026-06-30 04:15:30,51,117392,3190,53.2,是 / Yes,Romantic Complications、Werewolf、Mistaken Identities,浪漫并发症、狼人、错误的身份,A wolf Alpha hides identity as a poor man to win a kind human cat lover.,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,16,ID 7654359013790372872,The Last Text,最后的文字,2026-06-23 07:03:05,31,195622,2060,34.3,是 / Yes,Revenge、City,复仇、城市,"A car crash survivor infiltrates his father, gets a confession, forsakes billions for fiancée’s justice.",,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,17,ID 7655549841820603410,How to Tame a She-Wolf,如何驯服母狼,2026-06-26 12:04:18,35,844479,2735,45.6,是 / Yes,Adventure、Fantasy、Enemies to Lovers,冒险、奇幻、从敌人到恋人,How to Tame a She-Wolf,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,18,ID 7656912134017897480,Ela Voltara para Destruir,埃拉·沃尔塔拉·帕拉·德斯特鲁尔,2026-06-30 04:16:31,100,380751,8148,135.8,是 / Yes,Romantic Complications、Reconciliation、Family Feud,浪漫并发症、和解、家庭恩怨,Ela Voltara para Destruir,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,19,ID 7654390155863856136,X-Ray Tycoon-Flipping a Billion-Dollar Empire,X射线大亨——翻转十亿美元帝国,2026-06-23 09:04:12,60,553784,4634,77.2,是 / Yes,City、Business Competition,城市、商业竞赛,X-Ray Tycoon-Flipping a Billion-Dollar Empire,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,20,ID 7654358583550727175,"From the Abyss, Reborn",来自深渊，重生,2026-06-23 07:01:25,30,205720,1754,29.2,是 / Yes,Fantasy、Revenge,奇幻、复仇,A scientist gains gravity power from black hole to stop partner ruining Earth and open new wormhole.,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,21,ID 7653771272442139656,Trash Actor King,垃圾演员王,2026-06-21 17:02:22,31,315927,1879,31.3,是 / Yes,Revenge、Family Feud、Superior and Inferior,复仇、家庭恩怨、强弱逆袭,Trash Actor King,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,22,ID 7653693844323652616,"Five Brothers, One Vow",五兄弟一誓,2026-06-21 12:01:50,37,321592,3035,50.6,是 / Yes,Love Triangle、Family Disputes、Family Feud,三角恋、家庭纠纷、家庭恩怨,"Five Brothers, One Vow",,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,23,ID 7653771228464944135,Alpha The Capital Game,阿尔法资本游戏,2026-06-21 17:02:07,30,231726,1888,31.5,是 / Yes,Fantasy、Business Competition、Superior and Inferior,奇幻、商业竞赛、强弱逆袭,"When a demonic rival executive launches a hostile takeover to sacrifice the New York Stock Exchange to dark forces, a ruthless billionaire werewolf must team up with his secretly magical assistant, merging high-stakes financial warfare with savage supernatural combat to slaughter the threat before the opening bell.",,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,24,ID 7654390339092091922,Bitten by Revenge,被复仇咬伤,2026-06-23 09:04:47,22,192060,1485,24.8,是 / Yes,Revenge、End-of-the-World,复仇、世界末日,He locked his betrayers out to face zombies.,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,25,ID 7655502921001882631,I Ate A Meteorite For Her,我为她吃了一块陨石,2026-06-26 09:02:09,25,173568,1646,27.4,是 / Yes,Lost Child、Revenge、Fantasy,丢失的孩子、复仇、奇幻,I Ate A Meteorite For Her,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,26,ID 7653725101430805512,My Two Campus Princes Won't Leave Me Alone,我的两个校园王子不会丢下我一个人,2026-06-21 14:03:15,31,320595,2205,36.8,是 / Yes,Romantic Complications、Love Triangle,浪漫并发症、三角恋,My Two Campus Princes Won't Leave Me Alone,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,27,ID 7656901154936361992,The Hunter's Captive Prince,猎人的俘虏王子,2026-06-30 03:27:55,30,114978,1687,28.1,是 / Yes,Revenge、Enemies to Lovers、Cultivation,复仇、从敌人到恋人、栽培,The Hunter's Captive Prince,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,28,ID 7655471898746344466,A Clumsy Succubus Won’t Let Me Graduate,笨拙的魅魔不会让我毕业,2026-06-26 07:01:38,36,187035,2647,44.1,是 / Yes,Romantic Complications、Fantasy,浪漫并发症、奇幻,A Clumsy Succubus Won’t Let Me Graduate,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,29,ID 7655535549415101448,The Crown Beneath the Maid Uniform,女仆服下的王冠,2026-06-26 11:08:45,38,223440,2456,40.9,是 / Yes,Reconciliation、Revenge、Family Feud,和解、复仇、家庭恩怨,The Crown Beneath the Maid Uniform,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,30,ID 7654374544278541330,Messing with the Wrong Fishmonger,与错误的鱼贩交往,2026-06-23 08:03:22,34,326240,3104,51.7,是 / Yes,Mistaken Identities、City、Revenge,错误的身份、城市、复仇,Messing with the Wrong Fishmonger,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,31,ID 7653693714396812306,Crash Island Stranded With Five Women,坠毁岛搁浅了五名妇女,2026-06-21 12:01:27,33,909377,2253,37.5,是 / Yes,Adventure、Mistaken Identities,冒险、错误的身份,Crash Island Stranded With Five Women,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,32,ID 7655595784553714706,Twin Alphas Forbidden Mate,双子阿尔法禁忌伴侣,2026-06-26 15:03:02,40,323046,2750,45.8,是 / Yes,Love Triangle、Werewolf、Romantic Complications,三角恋、狼人、浪漫并发症,Twin Alphas Forbidden Mate,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,33,ID 7654992504885990408,The Super Consumer,超级消费者,2026-06-25 00:01:30,50,478914,3157,52.6,是 / Yes,Adventure、Fantasy,冒险、奇幻,The Super Consumer,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,34,ID 7654358976292983816,You Don't Even Qualify,你连资格都没有,2026-06-23 07:03:07,40,381770,2481,41.4,是 / Yes,Family Feud、Romantic Complications,家庭恩怨、浪漫并发症,You Don't Even Qualify,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,35,ID 7653477208530392082,The Devouring Heir,吞噬的继承人,2026-06-22 09:06:55,43,243007,2581,43.0,是 / Yes,Cultivation、Revenge、Enemies to Lovers,栽培、复仇、从敌人到恋人,The Devouring Heir,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,36,ID 7653508869452272647,Don't Tell My Brother,别告诉我兄弟,2026-06-21 00:04:05,39,561736,3486,58.1,是 / Yes,City、dark romance、Family & Ethics,城市、黑暗浪漫、家庭与道德,Don't Tell My Brother,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,37,ID 7656912176447722504,Borrowed Wife,借来的妻子,2026-06-30 04:16:09,77,149682,6047,100.8,是 / Yes,Family & Ethics、City、Contract Lovers,家庭与道德、城市、合约爱好者,Borrowed Wife,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,38,ID 7655518386721575954,His Couture,他的时装,2026-06-26 10:02:06,32,178545,2127,35.5,是 / Yes,Contract Lovers、Romantic Complications、City,合约爱好者、浪漫并发症、城市,His Couture,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,39,ID 7655535661121950727,Blood Ledger,血色账本,2026-06-26 11:09:10,30,156481,1726,28.8,是 / Yes,Family Disputes、City、Superior and Inferior,家庭纠纷、城市、强弱逆袭,Blood Ledger,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,40,ID 7655535487867851784,Under the Floorboards,地板下,2026-06-26 11:08:31,31,201122,2199,36.6,是 / Yes,Love Triangle、Crime、City,三角恋、犯罪、城市,Single father Ethan rescues imprisoned Vera and defeats cruel landlord Marcus.,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,41,ID 7655535683658077202,The Outcast Billionaire of Mumbai,孟买被遗弃的亿万富翁,2026-06-26 11:09:21,44,195864,2887,48.1,是 / Yes,Celebrity,名人,The Outcast Billionaire of Mumbai,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,42,ID 7653725051275105298,No Mask for the Wicked,恶人不戴面具,2026-06-21 14:03:04,31,255879,1428,23.8,是 / Yes,End-of-the-World、Revenge,世界末日、复仇,"A reborn soldier avenges betrayal, defeats foes and rules the toxic doomsday shelter.",,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,43,ID 7655580310016480264,Humanity Tax The Last Pulse,人类税最后的脉搏,2026-06-26 14:02:29,31,239707,2049,34.1,是 / Yes,Lost Child、Adventure、Challenge/Quests in Game,丢失的孩子、冒险、游戏中的挑战/任务,Jack awakens a system to save his sister in a zombie-ruled wasteland.,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,44,ID 7655565291518432274,Mother's Instinct: The 72-Hour Train,母亲的本能：72小时的火车,2026-06-26 13:04:12,35,315950,2466,41.1,是 / Yes,Lost Child、Adventure、Fantasy,丢失的孩子、冒险、奇幻,Mother's Instinct: The 72-Hour Train,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,45,ID 7653725120204149767,Bound by Scent: The Don's Fake Bride,被气味所束缚：唐的假新娘,2026-06-21 14:03:24,40,343476,3007,50.1,是 / Yes,Forced Love、Family Feud、Mistaken Identities,强迫的爱、家庭恩怨、错误的身份,Bound by Scent: The Don's Fake Bride,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,46,ID 7656900261142696978,The Maid’s Daughter Stole My Mansion,女仆的女儿偷了我的豪宅,2026-06-30 03:24:30,50,165366,4140,69.0,是 / Yes,Master-Servant Love、Family Feud、Family Disputes,主仆之爱、家庭恩怨、家庭纠纷,The Maid’s Daughter Stole My Mansion,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,47,ID 7655626413093196808,The Official Obituary,官方讣告,2026-06-26 17:01:30,31,319100,2177,36.3,是 / Yes,City、Superior and Inferior、Political Intrigue,城市、强弱逆袭、政治阴谋,A clerk writes fake obituaries and uncovers a deadly official conspiracy.,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,48,ID 7655518344934085639,"Cursed Bond, Royal Omega",被诅咒的债券，皇家欧米茄,2026-06-26 10:01:58,35,352890,2260,37.7,是 / Yes,dark romance、Revenge、Werewolf,黑暗浪漫、复仇、狼人,"Cursed Bond, Royal Omega",,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,49,ID 7654374615246328839,Tide of the Cursed I WANT TO MARRY,被诅咒的潮汐 我想结婚,2026-06-23 08:03:43,30,205501,2271,37.9,是 / Yes,Fantasy、Childhood Sweethearts、Romantic Complications,奇幻、青梅竹马、浪漫并发症,Tide of the Cursed I WANT TO MARRY,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,50,ID 7654389973709394962,The Driver Who Bought His Boss,买下老板的司机,2026-06-23 09:03:13,21,147494,1506,25.1,是 / Yes,Sudden Wealth、Mistaken Identities、Family Feud,暴富、错误的身份、家庭恩怨,"Homeless driver inherits billions, revenge begins",,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,51,ID 7652549686930363400,My Vampire Roommate Is a Royal Pain,我的吸血鬼室友是一个皇家痛苦,2026-06-18 10:02:00,35,379600,2552,42.5,是 / Yes,Forced Love、Superior and Inferior、Vampire,强迫的爱、强弱逆袭、吸血鬼,My Vampire Roommate Is a Royal Pain,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,52,ID 7652456898695861256,"The $3,000 Mechanic: Revving My Way to the Top","3,000 美元的机械师：加速我的巅峰之路",2026-06-18 04:02:00,60,849909,5045,84.1,是 / Yes,City、Contract Lovers、Married Life,城市、合约爱好者、婚姻生活,"The $3,000 Mechanic: Revving My Way to the Top",,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,53,ID 7651436230713824274,The Untouchable Billionaire Bow to Your New God,贱民亿万富翁向你的新上帝鞠躬,2026-06-15 10:01:09,33,396291,2224,37.1,是 / Yes,Married Life、Mistaken Identities、Family Feud,婚姻生活、错误的身份、家庭恩怨,The Untouchable Billionaire Bow to Your New God,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,54,ID 7652627064532882450,The Silent Predator,沉默的掠夺者,2026-06-18 15:02:15,30,366206,1748,29.1,是 / Yes,Crime、End-of-the-World、Superior and Inferior,犯罪、世界末日、强弱逆袭,The Silent Predator,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,55,ID 7652549593401463826,The Aurora Gaze,极光凝视,2026-06-18 10:01:35,27,820727,2004,33.4,是 / Yes,Political Intrigue、Royal Palace、Enemies to Lovers,政治阴谋、皇宫、从敌人到恋人,The Aurora Gaze,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,56,ID 7652472292890645522,KING,国王,2026-06-18 05:01:47,50,390988,3165,52.8,是 / Yes,Superior and Inferior、Romantic Complications、Werewolf,强弱逆袭、浪漫并发症、狼人,KING,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,57,ID 7652456904689882120,I Died Three Times for the Mad God,我为疯神死了三次,2026-06-18 05:01:22,39,316768,2459,41.0,是 / Yes,Romantic Complications、Superior and Inferior、Fantasy,浪漫并发症、强弱逆袭、奇幻,I Died Three Times for the Mad God,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,58,ID 7652952011922805767,The Soldier Who Lost Everything,失去一切的士兵,2026-06-19 12:03:18,20,167303,1433,23.9,是 / Yes,Reconciliation、Family Feud、Revenge,和解、家庭恩怨、复仇,Revenge empties his heart,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,59,ID 7652951645403223048,The Beggar Girl Is My Billionaire Boss,乞丐女孩是我的亿万富翁老板,2026-06-19 12:01:47,30,190628,1439,24.0,是 / Yes,City、Mistaken Identities、Revenge,城市、错误的身份、复仇,The Beggar Girl Is My Billionaire Boss,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,60,ID 7653508835973567506,I was just a passerby,我只是一个路人,2026-06-21 00:04:00,30,179301,1498,25.0,是 / Yes,Adventure、Cultivation、Redemption,冒险、栽培、赎回,"Bound to Loki, Ken slays the Demon King and battles ancient horrors alongside his allies.",,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,61,ID 7652487657418855431,The Janitor Who Broke the Table,打破桌子的清洁工,2026-06-18 06:01:11,22,197423,1590,26.5,是 / Yes,City、Lost Child、Revenge,城市、丢失的孩子、复仇,Use gambling to overturn the villains’ gambling table.,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,62,ID 7652951689666024456,System Striker: From Bench to Glory,系统前锋：从替补到荣耀,2026-06-19 12:01:57,31,361708,1955,32.6,是 / Yes,Challenge/Quests in Game、Sports,游戏中的挑战/任务、运动的,System Striker: From Bench to Glory,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,63,ID 7652858781503902727,From Siberian Husky to Terror Demon God,从哈士奇到恐怖魔神,2026-06-19 06:01:33,40,1689962,2581,43.0,是 / Yes,Adventure、Challenge/Quests in Game,冒险、游戏中的挑战/任务,From Siberian Husky to Terror Demon God,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,64,ID 7653493200556037128,No Shelter for the Wicked,恶人无处容身,2026-06-20 23:03:15,20,214650,1223,20.4,是 / Yes,Betrayal、City,背叛、城市,No Shelter for the Wicked,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,65,ID 7650647774958081031,Tailgate Obsession Racing the Enemy,尾门痴迷与敌人赛跑,2026-06-13 07:01:41,56,430832,4795,79.9,是 / Yes,Sports、City、Bromance,运动的、城市、兄弟情谊,Tailgate Obsession Racing the Enemy,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,66,ID 7652951742006957064,The Parking Boy Who Holds All the Keys,掌握所有钥匙的停车男孩,2026-06-19 12:02:11,20,354652,1113,18.6,是 / Yes,Revenge、Mistaken Identities、Family Feud,复仇、错误的身份、家庭恩怨,He became her parking boy for revenge,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,67,ID 7652549587290461202,The Surgeon They Called a Fraud,他们称外科医生是骗子,2026-06-18 10:01:30,30,781755,2614,43.6,是 / Yes,Mistaken Identities、Medical Drama、Workplace,错误的身份、医疗剧、职场,The Surgeon They Called a Fraud,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,68,ID 7652549657821959175,Primal Rising,原始崛起,2026-06-18 10:01:59,30,315384,2479,41.3,是 / Yes,City、Adventure,城市、冒险,Primal Rising,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,69,ID 7652456731922453512,Reborn: The Taste Empire,重生：品味帝国,2026-06-18 04:01:15,30,255623,1690,28.2,是 / Yes,Business Competition、Farming/Business、Lost Child,商业竞赛、种田/经商、丢失的孩子,Reborn: The Taste Empire,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,70,ID 7653508814792266759,Reborn Cage King: A Father's Blood Redemption,重生笼王：父亲的血的救赎,2026-06-21 00:03:58,38,386632,2601,43.4,是 / Yes,City、Reconciliation、Revenge,城市、和解、复仇,Reborn Cage King: A Father's Blood Redemption,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,71,ID 7652549705217594375,The Last Sunrise in Pompeii,庞贝古城最后的日出,2026-06-18 10:02:16,30,353157,2173,36.2,是 / Yes,Romantic Complications、Royal Palace,浪漫并发症、皇宫,The Last Sunrise in Pompeii,,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,72,ID 7651142507652781064,Deadly Island Live: Fatal Ratings,致命岛现场：致命收视率,2026-06-14 15:01:21,30,332532,2112,35.2,是 / Yes,Fantasy、Adventure、Ensemble Cast,奇幻、冒险、群像,"Thrust into a rigged island reality show where drones guide a mutant Spinosaurus to slaughter contestants for a dark gambling syndicate, a physics prodigy must weaponize his scientific genius to destroy the prehistoric beast and hijack the global broadcast to expose the ruthless mastermind.",,否 / No,https://www.tiktok.com/@sangaaxdiln
sangaaxdiln,Premium Episode.Drama.J,Premium Episode.Drama.J,73,ID 7652952492862460946,My Vampire Progenitor Is Ruining My Vegan,我的吸血鬼祖先正在毁掉我的素食主义者,2026-06-19 12:05:04,35,316675,1970,32.8,是 / Yes,Forced Love、Fantasy、Contract Lovers,强迫的爱、奇幻、合约爱好者,My Vampire Progenitor Is Ruining My Vegan,,否 / No,https://www.tiktok.com/@sangaaxdiln
